ВАНУАТУ	VU	VANUATU	vanuatu
ВАНУАТУ	VU	ВАНЬЯТУ	vanuatu
ВАНУАТУ	VU	DFYMZNE	vanuatu
ВАНУАТУ	VU	VANIATU	vanuatu
ВАНУАТУ	VU	VANUATU	vanuatu
ВАНУАТУ	VU	VAN'JATU	vanuatu
ВЕНГРИЯ	HU	VENGRIIA	vengriia
ВЕНГРИЯ	HU	ВЕНГРИЯ	vengriia
ВЕНГРИЯ	HU	VENGRIJA	vengriia
ВЕНГРИЯ	HU	DTYUHBZ	vengriia
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	VENESUELLA	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	DTYTCE'KF JKBDFHBFYCRFZ HTCGE,KBRF	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	ВЕНЕСУЭЛЛА	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	DTYTCE'KKF	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	VENESU`ELA BOLIVARIANSKAJA RESPUBLIKA	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	VENESUELA BOLIVARIANSKAIA RESPUBLIKA	venesuella
ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА	VE	VENESU`ELLA	venesuella
ВЬЕТНАМ	VN	V'ETNAM	vetnam
ВЬЕТНАМ	VN	VETNAM	vetnam
ВЬЕТНАМ	VN	ВЬЕТНАМ	vetnam
ВЬЕТНАМ	VN	DMTNYFV	vetnam
ГАБОН	GA	ГАБОН	gabon
ГАБОН	GA	UF,JY	gabon
ГАБОН	GA	GABON	gabon
ГАВАЙСКИЕ ОСТРОВА	GA	GAVAISKIE OSTROVA	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	GAVAI	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	UFDFQCRBT JCNHJDF	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	ГАВАИ	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	GAVAI	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	ГАВАЙСКИЕ ОСТРОВА	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	UFDFB	gavai
ГАВАЙСКИЕ ОСТРОВА	GA	GAVAJSKIE OSTROVA	gavai
ГАИТИ	HT	UFBNB	gaiti
ГАИТИ	HT	ГАИТИ	gaiti
ГАИТИ	HT	GAITI	gaiti
ГАЙАНА	GY	GAIANA	gajana
ГАЙАНА	GY	UFQFYF	gajana
ГАЙАНА	GY	ГАЙАНА	gajana
ГАЙАНА	GY	GAJANA	gajana
ГАМБИЯ	GM	GAMBIJA	gambija
ГАМБИЯ	GM	ГАМБИЯ	gambija
ГАМБИЯ	GM	UFV,BZ	gambija
ГАМБИЯ	GM	GAMBIIA	gambija
ГАНА	GH	UFYF	gana
ГАНА	GH	ГАНА	gana
ГАНА	GH	GANA	gana
ГВАДЕЛУПА	GP	GVADELUPA	gvadelupa
ГВАДЕЛУПА	GP	UDFLTKEGF	gvadelupa
ГВАДЕЛУПА	GP	ГВАДЕЛУПА	gvadelupa
ГВАДЕЛУПА	GP	GVADELUPA	gvadelupa
ГВАТЕМАЛА	GT	GVATEMALA	gvatemala
ГВАТЕМАЛА	GT	ГВАТЕМАЛА	gvatemala
ГВАТЕМАЛА	GT	UDFNTVFKF	gvatemala
ГВИНЕЯ	GN	GVINEIA	gvineia
ГВИНЕЯ	GN	GVINEJA	gvineia
ГВИНЕЯ	GN	ГВИНЕЯ	gvineia
ГВИНЕЯ	GN	UDBYTZ	gvineia
ГВИНЕЯ-БИСАУ	GW	GVINEIA-BISAU	gvineia-bisau
ГВИНЕЯ-БИСАУ	GW	GVINEJA-BISAU	gvineia-bisau
ГВИНЕЯ-БИСАУ	GW	ГВИНЕЯ-БИСАУ	gvineia-bisau
ГВИНЕЯ-БИСАУ	GW	UDBYTZ-BCFE	gvineia-bisau
ГЕРМАНИЯ	DE	THKBY	germaniia
ГЕРМАНИЯ	DE	GERMANIIA	germaniia
ГЕРМАНИЯ	DE	UTHVFYBZ	germaniia
ГЕРМАНИЯ	DE	ГЕРМАНИЯ	germaniia
ГЕРМАНИЯ	DE	BERLIN	germaniia
ГЕРМАНИЯ	DE	GERMANIJA	germaniia
ГЕРМАНИЯ	DE	БЕРЛИН	germaniia
ГОНДУРАС	HN	ГОНДУРАС	gonduras
ГОНДУРАС	HN	UJYLEHFC	gonduras
ГОНДУРАС	HN	GONDURAS	gonduras
ГОНКОНГ	HK	UJYRJYU	gonkong
ГОНКОНГ	HK	ГОНКОНГ	gonkong
ГОНКОНГ	HK	GONKONG	gonkong
ГОНКОНГ	HK	GONKONG	gonkong
ГОНКОНГ	HK	ГОНКОНГ	gonkong
ГОНКОНГ	HK	GONKONG	gonkong
ГОНКОНГ	HK	UJYRJYU	gonkong
ГРЕНАДА	GD	ГРЕНАДА	grenada
ГРЕНАДА	GD	GRENADA	grenada
ГРЕНАДА	GD	UHTYFLF	grenada
ГРЕЦИЯ	GR	UHTWBZ	gretsija
ГРЕЦИЯ	GR	GRETSIJA	gretsija
ГРЕЦИЯ	GR	GRETSIIA	gretsija
ГРЕЦИЯ	GR	ГРЕЦИЯ	gretsija
ГРУЗИЯ	GE	UHEPBZ	gruzija
ГРУЗИЯ	GE	GRUZIJA	gruzija
ГРУЗИЯ	GE	GRUZIIA	gruzija
ГРУЗИЯ	GE	ГРУЗИЯ	gruzija
ГУАМ	GU	ГУАМ	guam
ГУАМ	GU	GUAM	guam
ГУАМ	GU	UEFV	guam
ДАНИЯ	DK	DANIIA	daniia
ДАНИЯ	DK	ДАНИЯ	daniia
ДАНИЯ	DK	DANIJA	daniia
ДАНИЯ	DK	LFYBZ	daniia
ДЖИБУТИ	DJ	B,ENB	dzhibuti
ДЖИБУТИ	DJ	ДЖИБУТИ	dzhibuti
ДЖИБУТИ	DJ	DZHIBUTI	dzhibuti
ДОМИНИКА	DM	DOMINIKA	dominika
ДОМИНИКА	DM	ДОМИНИКА	dominika
ДОМИНИКА	DM	LJVBYBRF	dominika
ДОМИНИКА	DM	DOMINIKA	dominika
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	ДОМИНИКАНСКАЯ РЕСПУБЛИКА	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	DOMINIKANSKAJA RESPUBLIKA	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	SANTO-DOMINGO	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	CFYNJ-LJVBYUJ	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	LJVBYBRFYCRFZ HTCGE,KBRF	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	DOMINIKANSKAIA RESPUBLIKA	dominikana
ДОМИНИКАНСКАЯ РЕСПУБЛИКА	DO	САНТО-ДОМИНГО	dominikana
ЕГИПЕТ	EG	КАИР	egipet
ЕГИПЕТ	EG	KAIR	egipet
ЕГИПЕТ	EG	EGIPET	egipet
ЕГИПЕТ	EG	EGIPET	egipet
ЕГИПЕТ	EG	ЕГИПЕТ	egipet
ЕГИПЕТ	EG	TUBGTN	egipet
ЕГИПЕТ	EG	RFBH	egipet
ЗАМБИЯ	ZM	PFV,BZ	zambiia
ЗАМБИЯ	ZM	ZAMBIIA	zambiia
ЗАМБИЯ	ZM	ЗАМБИЯ	zambiia
ЗАМБИЯ	ZM	ZAMBIJA	zambiia
ЗИМБАБВЕ	ZW	{FHFHT	zimbabve
ЗИМБАБВЕ	ZW	PBV,F,DT	zimbabve
ЗИМБАБВЕ	ZW	ZIMBABVE	zimbabve
ЗИМБАБВЕ	ZW	KHARARE	zimbabve
ЗИМБАБВЕ	ZW	ЗИМБАБВЕ	zimbabve
ЗИМБАБВЕ	ZW	ХАРАРЕ	zimbabve
ЗИМБАБВЕ	ZW	ZIMBABVE	zimbabve
ЗИМБАБВЕ	ZW	HARARE	zimbabve
ИЗРАИЛЬ	IL	ИЕРУСАЛИМ	ierusalim
ИЗРАИЛЬ	IL	BTHECFKBV	ierusalim
ИЗРАИЛЬ	IL	IERUSALIM	ierusalim
ИЗРАИЛЬ	IL	IZRAIL	ierusalim
ИЗРАИЛЬ	IL	BPHFBKM	ierusalim
ИЗРАИЛЬ	IL	ИЗРАИЛЬ	ierusalim
ИЗРАИЛЬ	IL	IZRAIL'	ierusalim
ИНДИЯ	IN	NIU-DELI	indiia
ИНДИЯ	IN	BYLBZ	indiia
ИНДИЯ	IN	INDIIA	indiia
ИНДИЯ	IN	N'JU-DELI	indiia
ИНДИЯ	IN	ИНДИЯ	indiia
ИНДИЯ	IN	INDIJA	indiia
ИНДИЯ	IN	YM.-LTKB	indiia
ИНДИЯ	IN	НЬЮ-ДЕЛИ	indiia
ИНДОНЕЗИЯ	ID	INDONEZIJA	indonezija
ИНДОНЕЗИЯ	ID	FRFHNF	indonezija
ИНДОНЕЗИЯ	ID	ИНДОНЕЗИЯ	indonezija
ИНДОНЕЗИЯ	ID	BYLJYTPBZ	indonezija
ИНДОНЕЗИЯ	ID	INDONEZIIA	indonezija
ИНДОНЕЗИЯ	ID	DZHAKARTA	indonezija
ИНДОНЕЗИЯ	ID	ДЖАКАРТА	indonezija
ИОРДАНИЯ	JO	FVVFY	iordanija
ИОРДАНИЯ	JO	АММАН	iordanija
ИОРДАНИЯ	JO	IORDANIJA	iordanija
ИОРДАНИЯ	JO	IORDANIIA	iordanija
ИОРДАНИЯ	JO	BJHLFYBZ	iordanija
ИОРДАНИЯ	JO	ИОРДАНИЯ	iordanija
ИОРДАНИЯ	JO	AMMAN	iordanija
ИРАК	IQ	IRAK	irak
ИРАК	IQ	IRAK	irak
ИРАК	IQ	BHFR	irak
ИРАК	IQ	ИРАК	irak
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	IRAN, ISLAMSKAIA RESPUBLIKA	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	BHFY	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	IRAN, ISLAMSKAJA RESPUBLIKA	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	IRAN	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	BHFY? BCKFVCRFZ HTCGE,KBRF	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	ТЕГЕРАН	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	ИРАН	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	NTUTHFY	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	IRAN	iran
ИРАН, ИСЛАМСКАЯ РЕСПУБЛИКА	IR	TEGERAN	iran
ИРЛАНДИЯ	IE	ИРЛАНДИЯ	irlandija
ИРЛАНДИЯ	IE	BHKFYLBZ	irlandija
ИРЛАНДИЯ	IE	IRLANDIJA	irlandija
ИРЛАНДИЯ	IE	IRLANDIIA	irlandija
ИСЛАНДИЯ	IS	ISLANDIJA	islandija
ИСЛАНДИЯ	IS	BCKFYLBZ	islandija
ИСЛАНДИЯ	IS	ISLANDIIA	islandija
ИСЛАНДИЯ	IS	ИСЛАНДИЯ	islandija
ИСПАНИЯ	ES	ИСПАНИЯ	ispaniia
ИСПАНИЯ	ES	ISPANIIA	ispaniia
ИСПАНИЯ	ES	МАДРИД	ispaniia
ИСПАНИЯ	ES	ISPANIJA	ispaniia
ИСПАНИЯ	ES	VFLHBL	ispaniia
ИСПАНИЯ	ES	BCGFYBZ	ispaniia
ИСПАНИЯ	ES	MADRID	ispaniia
ИТАЛИЯ	IT	BNFKBZ	italiia
ИТАЛИЯ	IT	HBV	italiia
ИТАЛИЯ	IT	ИТАЛИЯ	italiia
ИТАЛИЯ	IT	ITALIIA	italiia
ИТАЛИЯ	IT	RIM	italiia
ИТАЛИЯ	IT	РИМ	italiia
ИТАЛИЯ	IT	ITALIJA	italiia
ЙЕМЕН	YE	JEMEN	jemen
ЙЕМЕН	YE	CFYF	jemen
ЙЕМЕН	YE	IEMEN	jemen
ЙЕМЕН	YE	DEM. RESPUBLIKA IEMEN	jemen
ЙЕМЕН	YE	ДЕМ. РЕСПУБЛИКА ЙЕМЕН	jemen
ЙЕМЕН	YE	ЙЕМЕНСКАЯ АРАБСКАЯ РЕСПУБЛИКА	jemen
ЙЕМЕН	YE	SANA	jemen
ЙЕМЕН	YE	LTV/ HTCGE,KBRF QTVTY	jemen
ЙЕМЕН	YE	QTVTY	jemen
ЙЕМЕН	YE	DEM. RESPUBLIKA JEMEN	jemen
ЙЕМЕН	YE	САНА	jemen
ЙЕМЕН	YE	QTVTYCRFZ FHF,CRFZ HTCGE,KBRF	jemen
ЙЕМЕН	YE	ЙЕМЕН	jemen
ЙЕМЕН	YE	IEMENSKAIA ARABSKAIA RESPUBLIKA	jemen
ЙЕМЕН	YE	JEMENSKAJA ARABSKAJA RESPUBLIKA	jemen
КАБО-ВЕРДЕ	CV	КАБО ВЕРДЕ	kabo-verde
КАБО-ВЕРДЕ	CV	KABO VERDE	kabo-verde
КАБО-ВЕРДЕ	CV	КАБО-ВЕРДЕ	kabo-verde
КАБО-ВЕРДЕ	CV	KABO VERDE	kabo-verde
КАБО-ВЕРДЕ	CV	RF,J-DTHLT	kabo-verde
КАБО-ВЕРДЕ	CV	KABO-VERDE	kabo-verde
КАБО-ВЕРДЕ	CV	RF,J DTHLT	kabo-verde
КАБО-ВЕРДЕ	CV	KABO-VERDE	kabo-verde
КАЗАХСТАН	KZ	KAZAHSTAN	kazahstan
КАЗАХСТАН	KZ	RFPF[CNFY	kazahstan
КАЗАХСТАН	KZ	KAZAKHSTAN	kazahstan
КАЗАХСТАН	KZ	ASTANA	kazahstan
КАЗАХСТАН	KZ	FCNFYF	kazahstan
КАЗАХСТАН	KZ	КАЗАХСТАН	kazahstan
КАЗАХСТАН	KZ	АСТАНА	kazahstan
КАМБОДЖА	KH	RFV,JL	kambodzha
КАМБОДЖА	KH	КАМБОДЖА	kambodzha
КАМБОДЖА	KH	KAMBODZHA	kambodzha
КАМЕРУН	CM	KAMERUN	kamerun
КАМЕРУН	CM	RFVTHEY	kamerun
КАМЕРУН	CM	КАМЕРУН	kamerun
КАНАДА	CA	KANADA	kanada
КАНАДА	CA	RFYFLF	kanada
КАНАДА	CA	ОТТАВА	kanada
КАНАДА	CA	КАНАДА	kanada
КАНАДА	CA	JNNFDF	kanada
КАНАДА	CA	OTTAVA	kanada
КАНАДА	CA	KANADA	kanada
КАТАР	QA	ДОХА	katar
КАТАР	QA	DOKHA	katar
КАТАР	QA	КАТАР	katar
КАТАР	QA	DOHA	katar
КАТАР	QA	KATAR	katar
КАТАР	QA	KATAR	katar
КАТАР	QA	LJ[F	katar
КАТАР	QA	RFNFH	katar
КЕНИЯ	KE	KENIIA	keniia
КЕНИЯ	KE	NAIROBI	keniia
КЕНИЯ	KE	НАЙРОБИ	keniia
КЕНИЯ	KE	NAJROBI	keniia
КЕНИЯ	KE	KENIJA	keniia
КЕНИЯ	KE	RTYBZ	keniia
КЕНИЯ	KE	YFQHJ,B	keniia
КЕНИЯ	KE	КЕНИЯ	keniia
КИПР	CY	RBGH	kipr
КИПР	CY	KIPR	kipr
КИПР	CY	КИПР	kipr
КИРГИЗИЯ	KG	RBHUBPBZ	kirgiziia
КИРГИЗИЯ	KG	KYRGYZSTAN	kirgiziia
КИРГИЗИЯ	KG	КЫРГЫЗСТАН	kirgiziia
КИРГИЗИЯ	KG	КИРГИЗИЯ	kirgiziia
КИРГИЗИЯ	KG	KYRGYZSTAN	kirgiziia
КИРГИЗИЯ	KG	RSHUSPCNFY	kirgiziia
КИРГИЗИЯ	KG	KIRGIZIIA	kirgiziia
КИРГИЗИЯ	KG	KIRGIZIJA	kirgiziia
КИРИБАТИ	KI	KIRIBATI	kiribati
КИРИБАТИ	KI	RBHB,FNB	kiribati
КИРИБАТИ	KI	KIRIBATI	kiribati
КИРИБАТИ	KI	КИРИБАТИ	kiribati
КИТАЙ	CN	КИТАЙ	kitaj
КИТАЙ	CN	PEKIN	kitaj
КИТАЙ	CN	GTRBY	kitaj
КИТАЙ	CN	ПЕКИН	kitaj
КИТАЙ	CN	KITAI	kitaj
КИТАЙ	CN	KITAJ	kitaj
КИТАЙ	CN	RBNFQ	kitaj
КОЛУМБИЯ	CO	КОЛУМБИЯ	kolumbiia
КОЛУМБИЯ	CO	KOLUMBIIA	kolumbiia
КОЛУМБИЯ	CO	RJKEV,BZ	kolumbiia
КОЛУМБИЯ	CO	KOLUMBIJA	kolumbiia
КОМОРЫ	KM	KOMORSKIE OSTROVA	komory
КОМОРЫ	KM	RJVJHCRBT JCNHJDF	komory
КОМОРЫ	KM	RJVJHS	komory
КОМОРЫ	KM	КОМОРЫ	komory
